Date,SP15,Congestion,Loss,MEC
8/8/2014,45.24,-2.00,-1.54,48.78
8/9/2014,42.27,-1.88,-1.28,45.43
8/10/2014,44.20,-0.90,-1.36,46.47
8/11/2014,50.54,-0.64,-1.03,52.21
8/12/2014,48.63,-0.42,-0.95,50.00
8/13/2014,45.28,-0.79,-1.45,47.52
8/14/2014,46.07,-0.59,-1.23,47.89
8/15/2014,47.14,-1.14,-1.29,49.57
8/16/2014,48.10,-0.50,-1.00,49.59
8/17/2014,45.63,-0.70,-1.29,47.61
8/18/2014,50.46,-0.26,-1.25,51.98
8/19/2014,45.52,-1.33,-1.38,48.22
8/20/2014,44.73,-1.21,-1.17,47.12
8/21/2014,45.36,-1.45,-1.01,47.81
8/22/2014,43.64,-1.93,-1.05,46.63
8/23/2014,43.39,-1.72,-1.09,46.20
8/24/2014,41.92,-1.41,-1.38,44.71
8/25/2014,44.65,-1.29,-1.35,47.29
8/26/2014,45.15,-0.76,-0.96,46.87
8/27/2014,47.44,-0.79,-1.16,49.38
8/28/2014,47.84,-0.64,-0.95,49.43
8/29/2014,47.24,0.06,-0.95,48.13
8/30/2014,43.87,-0.14,-0.88,44.89
8/31/2014,43.04,-0.69,-1.10,44.82
9/1/2014,44.94,-0.31,-0.83,46.08
9/2/2014,47.64,-0.60,-0.99,49.22
9/3/2014,45.20,-0.90,-1.29,47.39
9/4/2014,46.69,-0.42,-1.00,48.11
9/5/2014,45.87,-0.43,-1.05,47.36
9/6/2014,45.70,-0.07,-1.11,46.87
9/7/2014,43.83,0.05,-1.14,44.92
9/8/2014,46.24,-0.09,-1.21,47.53
9/9/2014,44.04,0.05,-1.11,45.09
9/10/2014,45.30,-0.21,-1.11,46.62
9/11/2014,46.70,-0.60,-1.43,48.73
9/12/2014,50.39,-0.24,-1.36,51.99
9/13/2014,49.91,-0.21,-1.25,51.37
9/14/2014,48.82,-0.58,-0.98,50.37
9/15/2014,57.63,0.98,-1.06,57.71
9/16/2014,54.51,0.80,-0.98,54.69
9/17/2014,50.87,-0.06,-1.01,51.94
9/18/2014,47.17,-0.66,-0.85,48.68
9/19/2014,44.47,-0.25,-1.30,46.02
9/20/2014,44.41,-0.32,-1.14,45.87
9/21/2014,42.41,-0.52,-1.34,44.26
9/22/2014,45.69,-0.43,-1.09,47.21
9/23/2014,46.46,-0.51,-0.95,47.92
9/24/2014,48.35,-0.46,-1.18,49.99
9/25/2014,49.26,0.05,-0.84,50.05
9/26/2014,45.39,-0.15,-0.79,46.33
9/27/2014,41.15,-0.14,-1.11,42.40
9/28/2014,39.87,-0.02,-1.35,41.24
9/29/2014,44.42,-0.08,-0.92,45.43
9/30/2014,46.44,-0.29,-1.12,47.84
10/1/2014,46.15,-0.46,-1.17,47.78
10/2/2014,49.58,-1.01,-1.06,51.65
10/3/2014,53.62,-0.56,-1.37,55.55
10/4/2014,50.32,-0.16,-1.30,51.78
10/5/2014,47.35,-0.17,-1.42,48.94
10/6/2014,50.10,-2.44,-1.85,54.39
10/7/2014,49.58,-0.03,-1.37,50.98
10/8/2014,48.65,0.02,-1.50,50.14
10/9/2014,46.92,0.04,-1.43,48.32
10/10/2014,45.76,0.53,-1.18,46.41
10/11/2014,45.01,-0.16,-1.43,46.59
10/12/2014,45.74,-0.15,-1.31,47.20
10/13/2014,50.53,0.00,-1.16,51.68
10/14/2014,44.88,0.00,-1.02,45.90
10/15/2014,43.95,0.88,0.30,42.77
10/16/2014,44.96,0.04,0.66,44.26
10/17/2014,42.87,0.00,0.65,42.23
10/18/2014,41.28,0.00,0.69,40.60
10/19/2014,40.09,0.33,0.56,39.20
10/20/2014,44.16,2.48,0.65,41.04
10/21/2014,42.18,1.09,0.70,40.39
10/22/2014,45.20,2.12,0.85,42.23
10/23/2014,43.19,1.77,1.04,40.38
10/24/2014,45.63,1.98,0.96,42.68
10/25/2014,40.60,0.31,0.87,39.42
10/26/2014,36.82,1.47,0.60,34.75
10/27/2014,42.26,0.74,0.64,40.87
10/28/2014,44.29,1.20,0.88,42.22
10/29/2014,43.83,2.45,0.79,40.59
10/30/2014,42.24,0.00,0.81,41.44
10/31/2014,42.40,0.14,0.75,41.52
11/1/2014,41.18,0.00,-0.94,42.12
11/2/2014,41.09,0.00,-0.91,42.00
11/3/2014,51.03,0.00,-1.08,52.11
11/4/2014,49.36,0.04,-1.23,50.55
11/5/2014,48.19,-0.05,-0.75,48.99
11/6/2014,49.69,0.01,-0.96,50.65
11/7/2014,47.54,0.03,-0.88,48.39
11/8/2014,45.23,-0.07,-1.10,46.40
11/9/2014,42.14,-0.38,-1.42,43.94
11/10/2014,44.43,-0.27,-1.70,46.39
11/11/2014,43.90,-0.01,-1.25,45.16
11/12/2014,45.36,-0.09,-0.51,45.96
11/13/2014,46.41,0.03,-1.87,48.25
11/14/2014,41.81,0.14,-1.14,42.81
11/15/2014,42.43,0.00,-1.13,43.56
11/16/2014,43.09,0.04,-1.28,44.33
11/17/2014,49.00,0.07,-1.52,50.45
11/18/2014,48.54,0.15,-1.03,49.43
11/19/2014,49.43,0.00,-1.34,50.77
11/20/2014,49.70,-0.33,-1.40,51.43
11/21/2014,47.74,-0.61,-1.24,49.59
11/22/2014,42.58,0.00,-1.11,43.69
11/23/2014,44.20,-0.05,-1.08,45.32
11/24/2014,46.12,0.19,-1.31,47.25
11/25/2014,45.56,0.26,-1.08,46.38
11/26/2014,45.63,0.81,-0.77,45.59
11/27/2014,40.45,0.01,-1.23,41.66
11/28/2014,39.82,0.04,-1.02,40.81
11/29/2014,38.76,0.00,-0.95,39.71
11/30/2014,39.30,0.00,-1.33,40.62
12/1/2014,48.29,0.09,-1.44,49.65
12/2/2014,48.03,0.00,-1.68,49.71
12/3/2014,43.72,0.01,-1.28,44.99
12/4/2014,45.58,2.98,-1.71,44.31
12/5/2014,46.41,2.80,-1.44,45.05
12/6/2014,37.83,0.97,-1.20,38.06
12/7/2014,36.03,0.00,-0.42,36.46
12/8/2014,38.99,-0.02,-0.96,39.97
12/9/2014,39.21,-0.01,-1.26,40.49
12/10/2014,37.78,-0.45,-1.23,39.46
12/11/2014,37.54,-0.01,-1.09,38.63
12/12/2014,39.53,-0.06,-0.87,40.45
12/13/2014,37.09,0.00,-0.93,38.02
12/14/2014,38.44,0.00,-0.97,39.41
12/15/2014,40.45,-0.04,-1.44,41.94
12/16/2014,40.28,-0.08,-1.04,41.40
12/17/2014,40.03,-0.01,-0.94,40.98
12/18/2014,39.30,-0.16,-1.05,40.51
12/19/2014,40.30,0.97,-1.52,40.84
12/20/2014,34.82,0.00,-0.98,35.80
12/21/2014,31.92,0.01,-1.09,33.00
12/22/2014,36.21,0.00,-1.24,37.45
12/23/2014,34.00,0.00,-1.30,35.31
12/24/2014,30.82,0.00,-0.99,31.81
12/25/2014,29.09,0.00,-0.82,29.91
12/26/2014,32.95,0.00,-0.79,33.74
12/27/2014,30.80,0.00,-0.92,31.72
12/28/2014,30.10,0.00,-1.02,31.12
12/29/2014,33.78,0.00,-1.28,35.05
12/30/2014,37.91,0.00,-1.20,39.11
12/31/2014,36.78,0.00,-1.06,37.84
1/1/2015,36.19,0.00,-1.03,37.22
1/2/2015,36.41,0.00,-1.20,37.61
1/3/2015,34.10,-0.12,-0.92,35.13
1/4/2015,33.69,0.00,-0.72,34.41
1/5/2015,37.95,0.00,-1.29,39.24
1/6/2015,36.35,0.00,-1.44,37.79
1/7/2015,34.10,0.00,-0.80,34.90
1/8/2015,33.99,-1.53,-1.18,36.71
1/9/2015,34.92,-0.15,-1.13,36.20
1/10/2015,32.96,-0.30,-0.99,34.24
1/11/2015,33.35,-0.18,-0.72,34.25
1/12/2015,34.39,-0.57,-1.08,36.04
1/13/2015,33.53,-0.29,-0.98,34.81
1/14/2015,34.18,-0.25,-1.13,35.56
1/15/2015,33.83,-1.20,-0.92,35.95
1/16/2015,33.79,-2.50,-0.85,37.13
1/17/2015,31.85,-1.12,-0.90,33.87
1/18/2015,30.63,0.00,-0.79,31.42
1/19/2015,33.11,0.00,-1.03,34.14
1/20/2015,34.38,-1.61,-0.98,36.98
1/21/2015,32.48,-1.51,-1.14,35.13
1/22/2015,33.44,-2.05,-1.30,36.78
1/23/2015,31.81,-1.99,-1.28,35.08
1/24/2015,30.19,-1.49,-0.88,32.56
1/25/2015,30.58,0.00,-0.80,31.38
1/26/2015,33.14,-1.64,-1.31,36.09
1/27/2015,32.80,-1.69,-1.19,35.68
1/28/2015,32.84,-1.69,-1.19,35.72
1/29/2015,33.98,-1.55,-0.99,36.52
1/30/2015,33.35,-1.40,-1.06,35.81
1/31/2015,30.44,-0.26,-0.78,31.48
2/1/2015,29.57,-0.57,-0.68,30.82
2/2/2015,31.39,-1.49,-0.98,33.86
2/3/2015,30.90,-1.20,-0.82,32.92
2/4/2015,30.37,-1.22,-0.80,32.38
2/5/2015,29.51,-1.26,-0.93,31.70
2/6/2015,27.97,-1.55,-1.02,30.55
2/7/2015,27.11,-0.94,-0.65,28.69
2/8/2015,27.99,0.00,-0.77,28.77
2/9/2015,29.54,-1.21,-0.71,31.46
2/10/2015,30.17,-1.27,-0.75,32.19
2/11/2015,29.84,-1.80,-0.67,32.31
2/12/2015,31.06,-1.91,-0.68,33.64
2/13/2015,32.15,-1.75,-0.78,34.68
2/14/2015,29.04,-0.28,-0.81,30.13
2/15/2015,27.99,-0.01,-0.71,28.72
2/16/2015,29.81,-1.47,-0.65,31.93
2/17/2015,30.66,-0.39,-0.85,31.91
2/18/2015,30.67,-1.19,-0.68,32.54
2/19/2015,29.58,-1.39,-0.57,31.54
2/20/2015,28.99,-0.21,-0.90,30.09
2/21/2015,30.15,0.00,-0.99,31.14
2/22/2015,30.29,0.00,-0.86,31.15
2/23/2015,31.52,-0.01,-1.25,32.79
2/24/2015,32.45,-0.09,-0.94,33.49
2/25/2015,32.35,-0.28,-1.19,33.82
2/26/2015,31.16,-0.18,-1.12,32.46
2/27/2015,29.90,-0.22,-0.82,30.95
2/28/2015,29.34,-0.11,-0.91,30.36
3/1/2015,30.11,0.00,-0.79,30.90
3/2/2015,31.52,-0.62,-0.96,33.10
3/3/2015,31.56,-0.28,-1.12,32.96
3/4/2015,31.80,-0.91,-1.04,33.75
3/5/2015,30.80,-0.75,-1.08,32.63
3/6/2015,30.04,-1.22,-0.66,31.92
3/7/2015,29.01,-0.36,-0.82,30.18
3/8/2015,29.91,0.00,-0.57,30.48
3/9/2015,31.46,-1.07,-0.84,33.37
3/10/2015,29.67,-1.33,-1.16,32.16
3/11/2015,29.18,-1.25,-0.97,31.40
3/12/2015,29.05,-1.33,-1.00,31.38
3/13/2015,31.16,-1.50,-0.98,33.63
3/14/2015,29.63,-2.58,-0.94,33.14
3/15/2015,30.04,-0.13,-0.89,31.06
3/16/2015,32.01,-0.18,-0.89,33.09
3/17/2015,29.79,-0.16,-0.85,30.79
3/18/2015,29.22,-0.44,-1.24,30.90
3/19/2015,28.01,-0.04,-1.02,29.06
3/20/2015,30.20,-0.01,-0.91,31.12
3/21/2015,25.80,-1.55,-0.67,28.02
3/22/2015,25.76,-1.62,-0.67,28.05
3/23/2015,26.53,-1.80,-0.89,29.21
3/24/2015,25.65,-2.58,-0.96,29.19
3/25/2015,28.88,-0.79,-1.00,30.67
3/26/2015,30.89,-2.09,-1.17,34.15
3/27/2015,30.46,-0.19,-0.92,31.57
3/28/2015,24.30,-0.48,-0.68,25.47
3/29/2015,25.34,-0.59,-0.56,26.49
3/30/2015,28.69,-0.34,-0.86,29.89
3/31/2015,22.59,-2.89,-0.68,26.16
4/1/2015,27.09,-1.64,-0.63,29.36
4/2/2015,27.63,-0.23,-0.60,28.45
4/3/2015,27.86,-0.45,-0.74,29.05
4/4/2015,25.36,-0.37,-0.47,26.20
4/5/2015,21.68,-1.52,-0.39,23.60
4/6/2015,27.37,-1.03,-0.53,28.92
4/7/2015,26.76,-4.33,-0.85,31.95
4/8/2015,24.43,-3.23,-0.84,28.50
4/9/2015,29.51,-1.15,-0.87,31.53
4/10/2015,28.69,-1.47,-0.94,31.10
4/11/2015,21.38,-3.17,-0.64,25.18
4/12/2015,23.85,-2.60,-0.61,27.05
4/13/2015,28.35,-1.28,-0.61,30.24
4/14/2015,24.00,-3.30,-0.63,27.94
4/15/2015,30.91,-1.03,-0.82,32.77
4/16/2015,32.65,-0.58,-1.00,34.23
4/17/2015,29.08,-2.00,-1.00,32.07
4/18/2015,26.60,-2.60,-0.85,30.05
4/19/2015,24.69,-3.39,-0.85,28.93
4/20/2015,30.30,-1.68,-0.96,32.94
4/21/2015,29.62,-1.94,-1.18,32.73
4/22/2015,31.12,-1.94,-1.14,34.20
4/23/2015,30.14,-0.96,-1.19,32.30
4/24/2015,28.77,-1.12,-1.06,30.94
4/25/2015,22.73,-3.30,-0.77,26.80
4/26/2015,24.66,-2.36,-0.85,27.86
4/27/2015,32.51,-1.26,-0.85,34.63
4/28/2015,31.15,-1.63,-0.96,33.74
4/29/2015,33.51,-0.95,-0.96,35.41
4/30/2015,35.51,-1.19,-1.10,37.80
5/1/2015,34.41,-1.14,-0.88,36.42
5/2/2015,30.50,-1.72,-1.33,33.54
5/3/2015,28.17,-0.55,-0.93,29.65
5/4/2015,29.22,-3.03,-1.09,33.34
5/5/2015,28.21,-2.03,-1.19,31.43
5/6/2015,30.37,-3.17,-1.15,34.69
5/7/2015,32.30,-2.07,-1.33,35.70
5/8/2015,30.54,-2.52,-1.21,34.27
5/9/2015,23.68,-5.34,-0.77,29.79
5/10/2015,25.46,-4.17,-0.60,30.22
5/11/2015,31.74,-1.72,-0.70,34.16
5/12/2015,29.70,-2.23,-0.77,32.70
5/13/2015,30.06,-0.94,-0.88,31.88
5/14/2015,27.93,-2.82,-1.23,31.97
5/15/2015,29.77,-1.52,-1.15,32.45
5/16/2015,17.92,-5.49,-0.64,24.06
5/17/2015,22.24,-3.24,-0.69,26.16
5/18/2015,30.71,-0.64,-0.88,32.23
5/19/2015,27.17,-2.02,-0.91,30.10
5/20/2015,29.29,-1.49,-0.92,31.71
5/21/2015,29.16,-1.09,-0.88,31.13
5/22/2015,21.32,-3.95,-0.87,26.14
5/23/2015,15.76,-6.02,-0.61,22.39
5/24/2015,15.01,-5.74,-0.60,21.36
5/25/2015,21.49,-3.17,-0.66,25.32
5/26/2015,28.68,-0.45,-0.85,29.98
5/27/2015,28.73,-0.47,-1.00,30.20
5/28/2015,29.89,-0.63,-1.13,31.65
5/29/2015,30.05,-0.65,-1.18,31.88
5/30/2015,27.24,-1.08,-0.90,29.22
5/31/2015,26.90,-0.61,-0.80,28.31
6/1/2015,26.16,-1.39,-0.86,28.41
6/2/2015,27.79,-0.84,-0.97,29.59
6/3/2015,25.70,-0.79,-0.94,27.43
6/4/2015,28.71,-0.66,-1.39,30.76
6/5/2015,29.48,-0.02,-1.80,31.29
6/6/2015,27.79,-0.26,-1.47,29.52
6/7/2015,29.82,-0.15,-1.64,31.61
6/8/2015,33.39,-0.90,-2.71,37.00
6/9/2015,35.98,-0.16,-0.73,36.87
6/10/2015,32.14,-0.92,-1.91,34.97
6/11/2015,32.25,-0.33,-1.92,34.50
6/12/2015,32.50,-1.12,-2.38,36.01
6/13/2015,31.62,-0.05,-2.83,34.50
6/14/2015,32.04,0.00,-1.73,33.77
6/15/2015,35.34,-0.09,-0.53,35.96
6/16/2015,35.21,-0.05,-1.52,36.78
6/17/2015,35.45,-0.07,-1.61,37.13
6/18/2015,35.74,-0.02,-1.49,37.25
6/19/2015,34.95,-0.04,-1.55,36.54
6/20/2015,34.39,-0.07,-1.43,35.89
6/21/2015,31.49,-0.14,-1.25,32.88
6/22/2015,34.25,-0.06,-1.37,35.68
6/23/2015,35.50,-0.21,-0.98,36.69
6/24/2015,37.60,-0.01,-1.67,39.28
6/25/2015,44.23,-1.15,-3.21,48.60
6/26/2015,40.91,-0.30,-2.85,44.06
6/27/2015,37.41,-0.03,-1.87,39.31
6/28/2015,35.07,-0.14,-1.55,36.76
6/29/2015,39.55,-0.12,-3.00,42.66
6/30/2015,45.73,-2.25,-3.64,51.62
7/1/2015,55.16,-1.33,-3.81,60.30
7/2/2015,42.63,-0.09,-2.02,44.75
7/3/2015,36.99,-0.07,-2.41,39.47
7/4/2015,35.05,-0.01,-2.15,37.22
7/5/2015,34.46,-0.01,-2.11,36.59
7/6/2015,37.16,-0.10,-1.77,39.03
7/7/2015,34.52,-0.01,-1.56,36.08
7/8/2015,33.34,-0.08,-1.44,34.85
7/9/2015,32.06,-0.02,-1.61,33.68
7/10/2015,32.30,0.00,-1.71,34.01
7/11/2015,31.91,-0.29,-1.53,33.72
7/12/2015,31.97,0.00,-1.31,33.27
7/13/2015,33.74,-0.02,-1.36,35.12
7/14/2015,34.48,0.00,-1.39,35.87
7/15/2015,36.02,0.00,-1.42,37.44
7/16/2015,35.76,0.00,-1.99,37.75
7/17/2015,35.87,-0.02,-1.42,37.31
7/18/2015,34.80,-0.02,-1.36,36.17
7/19/2015,36.36,-0.01,-1.09,37.45
7/20/2015,37.00,-0.02,-1.51,38.53
7/21/2015,35.14,-0.01,-1.22,36.36
7/22/2015,33.79,-0.23,-1.51,35.53
7/23/2015,33.07,-0.19,-1.33,34.59
7/24/2015,34.31,-0.34,-1.16,35.81
7/25/2015,32.86,-0.02,-1.00,33.89
7/26/2015,32.57,-0.04,-1.19,33.80
7/27/2015,35.13,-0.18,-1.23,36.54
7/28/2015,38.21,-0.36,-1.30,39.87
7/29/2015,40.99,-0.01,-2.26,43.25
7/30/2015,40.30,-0.02,-2.01,42.32
7/31/2015,38.56,-0.01,-1.65,40.22
8/1/2015,35.51,0.00,-1.54,37.05
8/2/2015,34.22,0.00,-1.68,35.90
8/3/2015,34.97,-0.02,-1.58,36.56
8/4/2015,35.72,0.01,-1.25,36.96
8/5/2015,37.18,0.05,-1.06,38.20
8/6/2015,38.89,-0.09,-1.05,40.03
8/7/2015,34.73,-0.07,-1.36,36.16
8/8/2015,32.48,-0.01,-1.39,33.88
8/9/2015,32.49,-0.01,-1.58,34.08
8/10/2015,34.21,-0.16,-1.63,36.00
8/11/2015,36.85,-0.05,-1.16,38.06
8/12/2015,37.73,-0.10,-1.27,39.09
8/13/2015,38.90,-0.01,-0.93,39.84
8/14/2015,39.17,-0.01,-1.08,40.26
8/15/2015,37.59,0.00,-1.15,38.74
8/16/2015,38.34,-0.02,-1.24,39.60
8/17/2015,39.27,-0.02,-1.79,41.07
8/18/2015,36.73,0.00,-1.84,38.57
8/19/2015,34.72,-0.05,-1.40,36.17
8/20/2015,32.88,-0.24,-1.65,34.77
8/21/2015,31.95,-0.14,-1.33,33.41
8/22/2015,31.98,-0.01,-1.14,33.13
8/23/2015,33.11,-0.02,-1.08,34.22
8/24/2015,35.61,-0.03,-1.34,36.98
8/25/2015,37.12,-0.01,-1.05,38.18
8/26/2015,38.96,-0.02,-1.12,40.10
8/27/2015,37.71,-0.01,-1.52,39.24
8/28/2015,38.77,0.01,-0.97,39.73
8/29/2015,32.88,-0.25,-0.79,33.92
8/30/2015,31.46,-0.17,-0.99,32.62
8/31/2015,34.30,-0.26,-0.87,35.43
9/1/2015,32.67,-0.21,-1.06,33.93
9/2/2015,32.56,-0.24,-0.95,33.75
9/3/2015,32.33,-0.14,-0.88,33.35
9/4/2015,30.86,-0.04,-0.95,31.85
9/5/2015,29.68,-0.01,-1.15,30.84
9/6/2015,31.46,0.00,-1.24,32.70
9/7/2015,32.60,0.00,-1.17,33.77
9/8/2015,42.83,-0.52,-1.60,44.95
9/9/2015,44.38,0.00,-1.72,46.10
9/10/2015,46.80,0.00,-1.52,48.32
9/11/2015,42.34,0.13,-1.40,43.61
9/12/2015,36.08,-0.05,-0.88,37.01
9/13/2015,33.52,-0.17,-1.08,34.78
9/14/2015,35.57,-0.07,-1.01,36.65
9/15/2015,33.91,0.06,-0.95,34.80
9/16/2015,31.37,-0.01,-1.16,32.53
9/17/2015,31.74,0.00,-0.98,32.72
9/18/2015,32.67,0.00,-1.17,33.84
9/19/2015,31.60,-0.03,-1.07,32.69
9/20/2015,34.05,0.00,-1.07,35.12
9/21/2015,36.08,-0.01,-1.75,37.83
9/22/2015,32.71,0.00,-1.09,33.80
9/23/2015,32.98,0.00,-1.03,34.00
9/24/2015,34.79,0.00,-1.26,36.05
9/25/2015,36.60,0.00,-1.19,37.79
9/26/2015,34.91,0.00,-0.82,35.73
9/27/2015,34.08,0.00,-0.68,34.76
9/28/2015,34.64,0.00,-0.64,35.28
9/29/2015,33.85,0.00,-0.87,34.72
9/30/2015,33.07,0.05,-0.80,33.82
10/1/2015,31.98,0.00,-1.03,33.01
10/2/2015,30.83,0.00,-1.05,31.88
10/3/2015,30.07,0.00,-0.71,30.78
10/4/2015,28.93,0.00,-1.01,29.94
10/5/2015,32.40,-0.29,-1.13,33.82
10/6/2015,32.20,-0.43,-1.17,33.81
10/7/2015,32.93,-0.48,-1.21,34.61
10/8/2015,36.02,-0.37,-1.31,37.70
10/9/2015,38.40,-0.16,-1.07,39.63
10/10/2015,36.72,0.01,-0.72,37.42
10/11/2015,36.24,-0.03,-0.77,37.05
10/12/2015,42.51,-0.03,-0.94,43.48
10/13/2015,42.75,-0.02,-1.03,43.80
10/14/2015,39.03,0.00,-1.07,40.10
10/15/2015,36.85,-0.01,-0.97,37.83
10/16/2015,34.85,0.00,-0.92,35.77
10/17/2015,29.94,0.00,-0.92,30.86
10/18/2015,29.09,0.00,-0.88,29.98
10/19/2015,30.69,-0.04,-0.91,31.64
10/20/2015,31.63,0.00,-0.75,32.38
10/21/2015,31.65,0.00,-0.99,32.64
10/22/2015,29.70,0.00,-0.88,30.58
10/23/2015,31.16,0.00,-0.77,31.93
10/24/2015,29.87,0.00,-0.82,30.69
10/25/2015,28.98,-0.01,-0.83,29.82
10/26/2015,31.54,-0.03,-0.81,32.37
10/27/2015,30.87,-0.02,-1.02,31.91
10/28/2015,29.98,-0.02,-1.12,31.12
10/29/2015,27.25,0.00,-1.07,28.32
10/30/2015,28.83,-0.01,-1.18,30.03
10/31/2015,27.40,0.00,-0.87,28.27
11/1/2015,28.62,-0.22,-0.88,29.72
11/2/2015,28.35,-0.30,-1.13,29.79
11/3/2015,28.89,-0.13,-1.65,30.68
11/4/2015,27.90,-0.24,-1.30,29.44
11/5/2015,30.39,0.00,-1.19,31.58
11/6/2015,32.70,0.00,-1.02,33.72
11/7/2015,30.52,0.00,-0.91,31.43
11/8/2015,31.89,0.00,-0.72,32.61
11/9/2015,29.83,0.00,-0.99,30.82
11/10/2015,29.54,-0.05,-1.17,30.76
11/11/2015,31.95,0.00,-0.84,32.79
11/12/2015,31.60,0.00,-0.82,32.42
11/13/2015,30.40,-0.01,-0.75,31.16
11/14/2015,28.31,0.00,-0.68,28.99
11/15/2015,25.11,-0.02,-0.73,25.85
11/16/2015,27.14,-0.02,-0.82,27.98
11/17/2015,29.68,0.00,-0.88,30.56
11/18/2015,28.68,0.00,-0.90,29.59
11/19/2015,31.52,0.08,-0.95,32.39
11/20/2015,28.54,0.00,-0.89,29.44
11/21/2015,26.45,0.00,-0.91,27.36
11/22/2015,27.13,0.00,-0.90,28.03
11/23/2015,27.66,-0.05,-0.94,28.65
11/24/2015,27.36,-0.02,-0.99,28.37
11/25/2015,27.43,-0.06,-1.04,28.53
11/26/2015,25.86,0.00,-1.02,26.88
11/27/2015,26.49,0.00,-0.97,27.46
11/28/2015,27.99,0.00,-1.02,29.00
11/29/2015,28.14,-0.17,-1.24,29.55
11/30/2015,29.91,-0.15,-1.25,31.31
12/1/2015,31.55,-0.13,-1.26,32.93
12/2/2015,29.38,-0.10,-1.03,30.52
12/3/2015,28.62,-0.19,-1.14,29.94
12/4/2015,27.49,-0.38,-0.99,28.86
12/5/2015,26.69,-0.60,-0.94,28.23
12/6/2015,26.69,0.00,-1.03,27.73
12/7/2015,28.96,-0.34,-1.12,30.42
12/8/2015,27.85,-1.20,-1.21,30.26
12/9/2015,26.03,-1.21,-1.18,28.41
12/10/2015,25.73,-0.99,-1.18,27.89
12/11/2015,27.04,-0.40,-1.10,28.54
12/12/2015,25.26,-0.33,-1.06,26.64
12/13/2015,26.00,-0.02,-1.01,27.03
12/14/2015,26.66,-0.43,-1.20,28.29
12/15/2015,28.96,-0.28,-1.02,30.26
12/16/2015,31.62,-0.50,-1.27,33.39
12/17/2015,30.67,-0.43,-1.24,32.35
12/18/2015,28.50,-0.25,-1.01,29.76
12/19/2015,26.24,-0.17,-0.83,27.23
12/20/2015,25.54,-0.13,-0.95,26.62
12/21/2015,27.15,-0.31,-1.08,28.54
12/22/2015,26.29,-0.25,-1.14,27.68
12/23/2015,25.86,-0.27,-0.95,27.08
12/24/2015,25.15,0.00,-0.76,25.91
12/25/2015,24.37,-0.50,-0.80,25.67
12/26/2015,27.34,0.00,-0.89,28.23
12/27/2015,28.61,0.00,-0.85,29.46
12/28/2015,29.30,0.00,-0.93,30.23
12/29/2015,33.46,0.62,-0.76,33.60
12/30/2015,36.06,0.72,-0.97,36.31
12/31/2015,31.87,0.50,-0.85,32.22
1/1/2016,30.14,0.05,-0.67,30.76
1/2/2016,29.57,0.00,-0.78,30.34
1/3/2016,28.95,0.00,-0.87,29.82
1/4/2016,31.26,-0.16,-0.84,32.27
1/5/2016,29.94,-0.25,-0.99,31.17
1/6/2016,30.95,-0.11,-1.04,32.10
1/7/2016,30.88,0.23,-1.23,31.88
1/8/2016,31.64,-0.05,-1.22,32.91
1/9/2016,31.24,-0.16,-0.75,32.15
1/10/2016,30.70,0.01,-0.73,31.42
1/11/2016,32.04,-1.64,-0.73,34.41
1/12/2016,31.70,-1.08,-0.71,33.49
1/13/2016,28.47,-2.49,-0.73,31.70
1/14/2016,29.63,-0.08,-0.98,30.69
1/15/2016,26.62,-1.74,-0.76,29.11
1/16/2016,27.90,0.24,-0.78,28.44
1/17/2016,28.65,0.52,-0.68,28.81
1/18/2016,28.34,-0.53,-0.75,29.62
1/19/2016,30.76,0.38,-0.73,31.12
1/20/2016,29.18,-0.20,-0.87,30.26
1/21/2016,27.71,-0.67,-0.90,29.28
1/22/2016,27.95,0.03,-0.69,28.60
1/23/2016,24.17,-0.18,-0.88,25.23
1/24/2016,23.27,-0.69,-0.91,24.87
1/25/2016,27.28,-0.03,-0.99,28.30
1/26/2016,26.35,-0.06,-0.94,27.36
1/27/2016,26.86,-0.17,-0.92,27.95
1/28/2016,26.03,-0.29,-0.85,27.18
1/29/2016,23.62,-0.41,-0.91,24.94
1/30/2016,18.74,-1.69,-0.68,21.11
1/31/2016,23.18,-0.28,-0.82,24.28
2/1/2016,24.41,-1.46,-1.07,26.93
2/2/2016,28.31,-0.52,-0.96,29.79
2/3/2016,29.85,-0.74,-0.93,31.51
2/4/2016,27.38,-1.39,-0.90,29.66
2/5/2016,26.20,-1.29,-0.79,28.29
2/6/2016,24.34,-0.72,-0.73,25.79
2/7/2016,23.57,-0.80,-0.73,25.09
2/8/2016,26.79,-1.53,-1.02,29.33
2/9/2016,26.64,-1.42,-1.09,29.15
2/10/2016,25.92,-1.67,-1.08,28.66
2/11/2016,24.56,-0.41,-0.90,25.87
2/12/2016,23.67,-0.12,-0.98,24.77
2/13/2016,21.38,-0.69,-0.69,22.75
2/14/2016,19.82,-0.91,-0.79,21.53
2/15/2016,23.60,-0.33,-0.83,24.76
2/16/2016,23.44,-1.26,-0.96,25.65
2/17/2016,21.86,-0.60,-0.93,23.39
2/18/2016,21.76,-0.58,-0.83,23.17
2/19/2016,20.58,-0.51,-0.73,21.82
2/20/2016,18.87,-0.35,-0.62,19.83
2/21/2016,17.53,-0.26,-0.65,18.44
2/22/2016,21.11,-0.25,-0.85,22.21
2/23/2016,21.49,-0.30,-0.85,22.64
2/24/2016,22.02,-0.18,-0.89,23.10
