Date,SP15,Congestion,Loss,MEC
1/11/2013,36.34,-1.93,-0.57,38.85
1/12/2013,47.11,4.86,-0.95,43.20
1/13/2013,48.99,5.17,-1.06,44.88
1/14/2013,50.52,3.75,-1.00,47.78
1/15/2013,46.67,2.59,-1.22,45.30
1/16/2013,47.59,4.44,-1.25,44.40
1/17/2013,44.56,3.19,-0.98,42.36
1/18/2013,42.19,2.65,-1.01,40.55
1/19/2013,41.86,2.78,-0.90,39.98
1/20/2013,39.61,2.06,-0.96,38.52
1/21/2013,47.28,4.21,-1.15,44.23
1/22/2013,42.34,1.41,-1.07,41.99
1/23/2013,43.26,1.67,-1.00,42.60
1/24/2013,42.66,3.00,-1.20,40.87
1/25/2013,46.51,4.05,-1.27,43.73
1/26/2013,39.82,2.33,-1.27,38.76
1/27/2013,36.01,0.13,-1.13,37.01
1/28/2013,37.60,-0.23,-0.98,38.81
1/29/2013,38.03,0.85,-0.81,38.00
1/30/2013,41.91,3.22,-0.92,39.61
1/31/2013,41.22,2.45,-0.92,39.70
2/1/2013,43.44,2.93,-0.70,41.22
2/2/2013,40.97,2.41,-0.71,39.26
2/3/2013,45.85,4.18,-0.41,42.08
2/4/2013,48.27,3.23,-0.55,45.59
2/5/2013,39.51,0.63,-0.54,39.42
2/6/2013,42.75,1.34,-0.46,41.87
2/7/2013,44.84,1.99,-0.62,43.46
2/8/2013,39.97,-0.45,-0.64,41.07
2/9/2013,39.96,-0.26,-0.56,40.79
2/10/2013,44.87,1.79,-0.20,43.28
2/11/2013,44.32,0.48,-0.16,44.00
2/12/2013,42.90,0.64,-0.23,42.49
2/13/2013,46.38,2.99,-0.38,43.77
2/14/2013,46.86,3.38,-0.51,43.99
2/15/2013,43.64,1.87,-0.42,42.19
2/16/2013,39.78,1.44,-0.47,38.81
2/17/2013,35.22,0.12,-0.42,35.52
2/18/2013,43.83,3.12,-0.51,41.22
2/19/2013,38.77,0.38,-0.35,38.73
2/20/2013,36.41,-0.29,-0.98,37.69
2/21/2013,42.02,1.09,-0.56,41.49
2/22/2013,45.27,1.08,-0.19,44.38
2/23/2013,37.81,-0.20,-0.07,38.08
2/24/2013,39.09,0.67,-0.60,39.02
2/25/2013,41.32,1.12,-0.62,40.83
2/26/2013,46.12,1.75,-0.42,44.80
2/27/2013,47.08,1.79,-0.47,45.75
2/28/2013,49.89,3.64,-0.42,46.67
3/1/2013,55.30,7.01,-0.57,48.87
3/2/2013,49.53,5.27,-0.63,44.89
3/3/2013,37.49,0.77,-0.77,37.49
3/4/2013,48.12,4.34,-0.74,44.52
3/5/2013,49.98,4.79,-0.90,46.10
3/6/2013,51.42,5.04,-0.53,46.91
3/7/2013,52.10,4.91,-0.53,47.72
3/8/2013,47.91,2.41,-0.43,45.92
3/9/2013,38.56,0.53,-0.55,38.58
3/10/2013,45.70,4.31,-0.81,42.21
3/11/2013,49.56,4.37,-0.65,45.84
3/12/2013,50.48,5.06,-0.88,46.30
3/13/2013,50.83,4.61,-1.00,47.22
3/14/2013,51.25,5.55,-0.93,46.64
3/15/2013,41.52,1.12,-1.09,41.49
3/16/2013,36.65,-0.95,-0.89,38.49
3/17/2013,37.09,-0.99,-0.89,38.96
3/18/2013,47.51,2.60,-0.71,45.63
3/19/2013,40.09,0.00,-0.80,40.88
3/20/2013,41.36,0.13,-0.45,41.68
3/21/2013,42.67,0.69,-0.32,42.30
3/22/2013,42.63,0.19,-0.26,42.69
3/23/2013,48.46,2.10,-0.15,46.50
3/24/2013,47.14,0.94,-0.20,46.41
3/25/2013,52.04,0.78,-0.56,51.82
3/26/2013,54.95,2.76,-1.31,53.50
3/27/2013,43.32,0.37,-0.73,43.69
3/28/2013,43.97,1.48,-0.87,43.36
3/29/2013,50.31,4.68,-1.15,46.78
3/30/2013,46.26,2.63,-0.92,44.54
3/31/2013,45.29,2.85,-0.81,43.25
4/1/2013,47.00,1.08,-0.74,46.65
4/2/2013,48.10,3.21,-0.58,45.47
4/3/2013,57.64,7.18,-0.89,51.35
4/4/2013,49.42,3.83,-0.78,46.38
4/5/2013,41.07,0.50,-0.74,41.31
4/6/2013,38.04,0.23,-0.89,38.70
4/7/2013,37.54,0.07,-0.91,38.38
4/8/2013,42.83,1.21,-0.91,42.54
4/9/2013,49.66,3.91,-0.98,46.73
4/10/2013,58.16,7.56,-0.99,51.59
4/11/2013,50.05,4.35,-1.06,46.76
4/12/2013,52.66,4.53,-1.18,49.32
4/13/2013,42.40,1.32,-0.88,41.95
4/14/2013,40.61,0.96,-0.71,40.37
4/15/2013,46.49,0.90,-0.92,46.50
4/16/2013,45.13,1.07,-0.86,44.92
4/17/2013,51.75,3.86,-1.29,49.18
4/18/2013,58.06,7.85,-1.68,51.89
4/19/2013,57.96,8.01,-1.57,51.53
4/20/2013,54.02,6.02,-1.23,49.23
4/21/2013,50.46,4.55,-1.18,47.09
4/22/2013,50.11,2.43,-1.41,49.10
4/23/2013,56.29,4.06,-1.30,53.53
4/24/2013,50.49,1.37,-1.57,50.69
4/25/2013,49.05,4.71,-1.09,45.42
4/26/2013,54.38,7.44,-1.09,48.03
4/27/2013,49.73,5.66,-1.22,45.29
4/28/2013,46.04,3.33,-1.28,44.00
4/29/2013,53.56,4.27,-1.38,50.68
4/30/2013,42.94,0.89,-1.25,43.31
5/1/2013,46.72,1.48,-1.27,46.50
5/2/2013,51.96,1.88,-1.10,51.18
5/3/2013,58.49,6.88,-1.09,52.70
5/4/2013,45.35,3.88,-1.22,42.68
5/5/2013,42.28,3.68,-1.13,39.72
5/6/2013,42.24,1.72,-1.37,41.90
5/7/2013,43.87,3.14,-1.41,42.14
5/8/2013,38.91,1.12,-0.91,38.69
5/9/2013,36.15,0.24,-1.15,37.05
5/10/2013,42.38,1.48,-1.08,41.99
5/11/2013,46.18,2.39,-0.86,44.65
5/12/2013,47.10,2.41,-0.60,45.29
5/13/2013,56.18,7.01,-0.68,49.85
5/14/2013,54.75,8.32,-1.09,47.52
5/15/2013,40.28,0.70,-0.86,40.44
5/16/2013,42.05,4.74,-0.82,38.13
5/17/2013,40.43,3.15,-0.77,38.05
5/18/2013,37.26,3.53,-0.88,34.61
5/19/2013,36.17,2.44,-1.01,34.74
5/20/2013,51.84,6.38,-1.27,46.73
5/21/2013,44.71,2.23,-1.18,43.65
5/22/2013,40.87,0.99,-0.81,40.69
5/23/2013,38.59,0.30,-0.66,38.95
5/24/2013,43.43,2.16,-1.10,42.36
5/25/2013,39.84,0.64,-1.12,40.33
5/26/2013,34.78,1.05,-0.87,34.60
5/27/2013,33.46,0.10,-0.80,34.17
5/28/2013,40.73,0.62,-1.10,41.21
5/29/2013,43.51,1.21,-0.61,42.91
5/30/2013,43.70,-0.05,-0.94,44.69
5/31/2013,50.21,1.35,-1.05,49.91
6/1/2013,51.34,1.99,-0.43,49.79
6/2/2013,46.44,2.96,-1.10,44.58
6/3/2013,44.97,0.53,-1.09,45.52
6/4/2013,44.36,1.93,-1.27,43.70
6/5/2013,45.27,2.23,-1.22,44.26
6/6/2013,44.41,1.65,-0.96,43.73
6/7/2013,43.70,0.75,-1.79,44.74
6/8/2013,41.52,0.32,-1.94,43.14
6/9/2013,40.10,1.38,-1.69,40.41
6/10/2013,39.00,0.37,-1.04,39.67
6/11/2013,39.49,0.82,-0.91,39.58
6/12/2013,39.33,0.03,-1.25,40.55
6/13/2013,36.24,-0.14,-1.12,37.50
6/14/2013,40.98,0.95,-1.57,41.60
6/15/2013,39.91,1.08,-1.32,40.14
6/16/2013,36.02,-0.02,-1.00,37.05
6/17/2013,37.75,-0.01,-0.98,38.75
6/18/2013,37.50,0.39,-0.99,38.10
6/19/2013,35.88,0.59,-1.00,36.29
6/20/2013,39.58,0.36,-1.18,40.39
6/21/2013,37.02,-0.50,-1.51,39.02
6/22/2013,40.10,1.54,-1.39,39.94
6/23/2013,36.06,1.09,-1.21,36.17
6/24/2013,38.02,0.28,-1.28,39.02
6/25/2013,36.86,-0.54,-1.59,39.00
6/26/2013,40.82,0.48,-1.15,41.49
6/27/2013,47.75,0.17,-1.16,48.74
6/28/2013,54.00,-0.08,-1.02,55.09
6/29/2013,53.45,0.00,-0.47,53.91
6/30/2013,56.24,3.48,-0.84,53.61
7/1/2013,70.35,1.88,-2.53,71.00
7/2/2013,65.86,1.19,-3.84,68.51
7/3/2013,45.91,-0.07,-2.27,48.25
7/4/2013,37.71,-0.03,-1.50,39.25
7/5/2013,37.94,0.01,-1.16,39.09
7/6/2013,38.83,-0.08,-1.18,40.09
7/7/2013,38.31,-0.21,-0.77,39.29
7/8/2013,43.78,0.40,-0.88,44.26
7/9/2013,46.65,0.55,-0.89,46.98
7/10/2013,43.35,0.08,-0.78,44.05
7/11/2013,45.77,0.53,-0.79,46.04
7/12/2013,43.31,-0.08,-0.77,44.16
7/13/2013,41.00,0.16,-0.84,41.68
7/14/2013,41.95,0.56,-0.50,41.89
7/15/2013,44.37,0.89,-0.49,43.97
7/16/2013,41.39,0.49,-0.65,41.55
7/17/2013,43.08,1.44,-0.74,42.38
7/18/2013,43.85,1.41,-1.01,43.45
7/19/2013,43.80,1.19,-0.89,43.50
7/20/2013,41.93,0.72,-1.06,42.26
7/21/2013,41.17,1.42,-1.10,40.85
7/22/2013,46.01,2.46,-1.00,44.55
7/23/2013,41.60,0.16,-0.81,42.25
7/24/2013,41.24,0.24,-1.02,42.03
7/25/2013,43.73,0.29,-1.18,44.62
7/26/2013,41.67,0.18,-1.13,42.63
7/27/2013,40.90,-0.02,-0.79,41.71
7/28/2013,37.74,0.02,-0.88,38.60
7/29/2013,42.29,2.29,-1.41,41.41
7/30/2013,42.72,2.68,-1.45,41.48
7/31/2013,41.00,1.08,-1.05,40.98
8/1/2013,37.88,0.36,-1.18,38.71
8/2/2013,37.16,0.10,-1.01,38.08
8/3/2013,37.71,0.17,-0.98,38.52
8/4/2013,40.07,0.39,-1.07,40.74
8/5/2013,41.31,0.38,-0.87,41.80
8/6/2013,39.72,-0.02,-0.73,40.47
8/7/2013,36.90,0.06,-1.05,37.89
8/8/2013,36.29,0.14,-0.97,37.12
8/9/2013,37.39,0.06,-0.90,38.23
8/10/2013,35.70,0.01,-0.75,36.44
8/11/2013,36.18,0.43,-0.86,36.62
8/12/2013,37.58,0.21,-0.66,38.03
8/13/2013,38.68,0.24,-0.58,39.01
8/14/2013,40.33,0.64,-0.61,40.31
8/15/2013,42.24,1.14,-0.73,41.82
8/16/2013,39.87,0.25,-0.68,40.30
8/17/2013,41.44,1.44,-0.78,40.77
8/18/2013,40.95,0.32,-0.62,41.25
8/19/2013,42.78,0.09,-0.89,43.59
8/20/2013,44.22,-0.13,-0.73,45.09
8/21/2013,46.15,0.10,-0.61,46.65
8/22/2013,45.09,-0.25,-0.51,45.85
8/23/2013,42.06,-0.04,-0.53,42.62
8/24/2013,40.68,0.63,-0.63,40.69
8/25/2013,39.98,0.09,-0.47,40.37
8/26/2013,42.61,0.02,-0.58,43.17
8/27/2013,46.31,0.20,-0.45,46.56
8/28/2013,47.00,0.66,-0.48,46.82
8/29/2013,45.40,0.39,-0.68,45.69
8/30/2013,47.69,1.41,-0.59,46.87
8/31/2013,51.39,5.40,-0.32,46.31
9/1/2013,45.34,0.69,-0.05,44.71
9/2/2013,44.56,0.80,-0.12,43.88
9/3/2013,60.34,11.78,-0.30,48.86
9/4/2013,52.04,1.28,-0.41,51.17
9/5/2013,59.12,4.05,-0.41,55.48
9/6/2013,56.31,2.17,-0.57,54.71
9/7/2013,47.22,0.41,-0.64,47.44
9/8/2013,44.52,0.09,-0.70,45.13
9/9/2013,46.46,-0.19,-1.12,47.77
9/10/2013,43.61,-0.12,-0.86,44.60
9/11/2013,42.43,-0.06,-0.86,43.35
9/12/2013,40.78,-0.23,-0.90,41.91
9/13/2013,41.98,0.14,-0.64,42.48
9/14/2013,42.61,0.16,-0.50,42.95
9/15/2013,40.71,0.02,-0.47,41.16
9/16/2013,42.53,0.51,-0.47,42.49
9/17/2013,40.92,0.26,-0.55,41.21
9/18/2013,40.89,0.34,-0.68,41.23
9/19/2013,44.10,1.57,-0.81,43.33
9/20/2013,43.75,2.12,-1.00,42.63
9/21/2013,37.36,-0.10,-0.73,38.19
9/22/2013,34.88,-0.79,-0.97,36.63
9/23/2013,42.27,0.46,-0.69,42.50
9/24/2013,39.44,0.12,-0.48,39.81
9/25/2013,35.82,-0.03,-1.11,36.95
9/26/2013,35.78,-0.41,-0.95,37.13
9/27/2013,41.79,1.65,-1.00,41.14
9/28/2013,42.19,2.80,-0.74,40.14
9/29/2013,34.94,0.45,-0.65,35.14
9/30/2013,38.01,0.70,-0.79,38.11
10/1/2013,40.07,0.08,-0.78,40.77
10/2/2013,37.85,0.01,-1.18,39.03
10/3/2013,37.36,-0.59,-0.94,38.90
10/4/2013,40.56,-0.62,-0.74,41.91
10/5/2013,39.70,0.00,-0.56,40.26
10/6/2013,39.14,0.00,-0.92,40.06
10/7/2013,40.56,-0.01,-0.80,41.37
10/8/2013,36.95,0.00,-0.94,37.89
10/9/2013,38.02,-0.04,-1.14,39.19
10/10/2013,37.75,0.00,-1.31,39.06
10/11/2013,39.50,-0.30,-1.04,40.83
10/12/2013,37.40,0.00,-0.88,38.28
10/13/2013,36.09,-0.01,-1.22,37.32
10/14/2013,39.91,0.00,-0.97,40.88
10/15/2013,41.07,0.30,-1.18,41.95
10/16/2013,42.68,-0.19,-0.73,43.60
10/17/2013,40.36,-0.79,-1.07,42.23
10/18/2013,39.44,-0.64,-0.79,40.87
10/19/2013,38.58,-1.32,-0.49,40.38
10/20/2013,37.25,-1.34,-0.95,39.54
10/21/2013,42.19,0.82,-0.76,42.13
10/22/2013,43.44,0.73,-0.76,43.47
10/23/2013,43.62,1.02,-0.84,43.44
10/24/2013,42.34,0.47,-1.17,43.03
10/25/2013,41.29,0.01,-0.91,42.18
10/26/2013,39.99,-0.47,-1.15,41.62
10/27/2013,39.24,-0.24,-1.02,40.50
10/28/2013,41.50,0.91,-1.28,41.87
10/29/2013,42.20,0.76,-1.18,42.62
10/30/2013,41.33,0.44,-1.32,42.22
10/31/2013,41.60,0.78,-1.51,42.33
11/1/2013,45.60,-0.12,-1.18,46.89
11/2/2013,37.76,-0.25,-1.05,39.06
11/3/2013,33.96,-0.24,-1.41,35.61
11/4/2013,41.44,0.60,-1.35,42.19
11/5/2013,41.46,0.24,-1.15,42.37
11/6/2013,41.72,-0.40,-1.20,43.31
11/7/2013,40.96,-0.02,-1.20,42.18
11/8/2013,40.59,0.26,-1.07,41.40
11/9/2013,40.46,0.00,-1.00,41.46
11/10/2013,41.35,0.00,-0.94,42.29
11/11/2013,42.79,0.00,-0.99,43.77
11/12/2013,43.90,0.00,-1.14,45.04
11/13/2013,44.32,0.61,-1.14,44.85
11/14/2013,43.23,0.90,-1.22,43.55
11/15/2013,37.32,0.65,-1.49,38.16
11/16/2013,35.59,-0.11,-1.35,37.06
11/17/2013,38.93,-0.05,-1.11,40.09
11/18/2013,41.52,-0.26,-1.13,42.90
11/19/2013,36.67,0.10,-1.90,38.48
11/20/2013,39.18,-0.03,-1.64,40.85
11/21/2013,41.44,0.00,-1.36,42.81
11/22/2013,43.09,0.00,-1.30,44.39
11/23/2013,41.09,0.00,-1.30,42.39
11/24/2013,39.57,0.00,-1.47,41.03
11/25/2013,44.29,0.08,-1.30,45.51
11/26/2013,44.61,0.00,-1.25,45.86
11/27/2013,41.96,-0.07,-1.29,43.32
11/28/2013,37.90,-0.08,-1.16,39.13
11/29/2013,39.32,-0.02,-1.06,40.40
11/30/2013,37.69,0.00,-1.51,39.20
12/1/2013,36.14,-0.02,-1.16,37.33
12/2/2013,38.67,-1.34,-1.36,41.37
12/3/2013,38.77,-1.08,-1.40,41.25
12/4/2013,45.00,-0.75,-1.64,47.40
12/5/2013,51.78,-0.03,-2.39,54.19
12/6/2013,53.11,-0.36,-1.81,55.27
12/7/2013,56.14,-0.02,-2.69,58.86
12/8/2013,61.50,-0.01,-2.57,64.09
12/9/2013,63.49,0.00,-2.50,65.99
12/10/2013,70.51,-0.01,-2.03,72.55
12/11/2013,62.90,0.00,-2.07,64.97
12/12/2013,55.46,0.00,-2.06,57.52
12/13/2013,52.21,0.00,-1.87,54.08
12/14/2013,48.60,0.00,-1.86,50.46
12/15/2013,47.36,0.00,-1.00,48.36
12/16/2013,49.47,0.05,-1.74,51.15
12/17/2013,47.07,0.00,-1.55,48.62
12/18/2013,46.05,-0.36,-1.49,47.91
12/19/2013,47.82,0.00,-2.04,49.85
12/20/2013,47.77,0.00,-1.82,49.59
12/21/2013,45.05,0.00,-1.20,46.25
12/22/2013,44.26,0.00,-1.08,45.33
12/23/2013,44.26,0.00,-1.31,45.57
12/24/2013,44.74,0.00,-0.95,45.69
12/25/2013,43.08,0.00,-1.36,44.43
12/26/2013,45.69,0.00,-0.98,46.67
12/27/2013,45.81,0.00,-0.80,46.60
12/28/2013,42.30,0.00,-0.94,43.24
12/29/2013,42.27,0.00,-1.07,43.34
12/30/2013,45.24,0.00,-1.17,46.40
12/31/2013,43.43,0.00,-0.91,44.34
1/1/2014,42.93,0.00,-0.95,43.89
1/2/2014,44.68,-0.04,-1.23,45.95
1/3/2014,43.47,0.00,-0.97,44.44
1/4/2014,43.19,-0.06,-1.01,44.26
1/5/2014,44.23,-0.13,-0.96,45.32
1/6/2014,51.04,0.29,-1.17,51.92
1/7/2014,49.97,0.15,-1.37,51.20
1/8/2014,46.44,0.20,-1.06,47.30
1/9/2014,41.28,-0.46,-1.19,42.94
1/10/2014,45.08,-0.08,-1.16,46.32
1/11/2014,42.11,-0.14,-0.98,43.22
1/12/2014,38.97,-0.19,-0.96,40.11
1/13/2014,42.75,-0.02,-1.32,44.09
1/14/2014,44.17,0.06,-1.20,45.31
1/15/2014,45.77,0.03,-1.40,47.14
1/16/2014,48.99,0.21,-1.03,49.82
1/17/2014,46.84,-0.29,-0.95,48.08
1/18/2014,45.08,0.00,-1.01,46.09
1/19/2014,43.92,0.00,-1.33,45.25
1/20/2014,47.21,-0.06,-1.19,48.47
1/21/2014,48.86,-0.19,-1.21,50.25
1/22/2014,48.13,-0.99,-1.56,50.68
1/23/2014,46.97,-0.32,-1.40,48.69
1/24/2014,50.69,-0.23,-1.27,52.19
1/25/2014,48.87,0.03,-0.96,49.79
1/26/2014,48.39,0.11,-1.19,49.47
1/27/2014,51.39,0.08,-1.52,52.84
1/28/2014,49.97,0.02,-1.49,51.44
1/29/2014,48.08,0.04,-1.33,49.38
1/30/2014,49.99,0.02,-1.41,51.38
1/31/2014,51.22,0.00,-1.52,52.73
2/1/2014,51.13,0.00,-1.49,52.62
2/2/2014,52.28,0.00,-1.50,53.78
2/3/2014,57.04,0.00,-1.92,58.96
2/4/2014,64.31,0.08,-2.48,66.72
2/5/2014,73.28,-0.06,-3.73,77.08
2/6/2014,122.27,0.00,-5.30,127.57
2/7/2014,84.51,0.00,-2.98,87.48
2/8/2014,70.51,0.00,-2.49,72.99
2/9/2014,58.55,0.00,-2.28,60.83
2/10/2014,64.28,0.00,-2.21,66.49
2/11/2014,65.66,0.00,-2.26,67.92
2/12/2014,62.01,0.00,-1.82,63.82
2/13/2014,54.85,0.01,-1.42,56.27
2/14/2014,54.02,0.02,-1.37,55.38
2/15/2014,51.82,0.00,-1.54,53.36
2/16/2014,49.06,0.00,-1.49,50.55
2/17/2014,53.89,-0.02,-1.35,55.26
2/18/2014,51.68,-1.18,-1.38,54.24
2/19/2014,48.74,0.00,-1.29,50.02
2/20/2014,54.75,-0.01,-0.95,55.71
2/21/2014,58.07,-0.06,-0.80,58.93
2/22/2014,60.82,0.00,-1.55,62.37
2/23/2014,64.91,0.00,-1.71,66.62
2/24/2014,69.68,0.03,-1.99,71.64
2/25/2014,68.16,-0.20,-2.07,70.43
2/26/2014,57.45,-0.04,-0.57,58.05
2/27/2014,52.13,-0.14,-1.66,53.93
2/28/2014,51.74,-0.07,-1.44,53.25
3/1/2014,53.79,0.00,-1.32,55.11
3/2/2014,54.89,0.00,-1.21,56.10
3/3/2014,59.42,-0.04,-1.52,60.98
3/4/2014,63.00,-0.37,-1.62,64.99
3/5/2014,63.97,0.12,-1.04,64.88
3/6/2014,50.62,-0.66,-1.89,53.17
3/7/2014,47.43,0.48,-1.33,48.28
3/8/2014,45.43,0.04,-1.19,46.59
3/9/2014,45.10,-0.35,-1.46,46.90
3/10/2014,46.73,-0.52,-1.60,48.85
3/11/2014,47.48,0.72,-1.41,48.17
3/12/2014,44.83,-1.24,-1.74,47.82
3/13/2014,43.97,-0.50,-1.48,45.95
3/14/2014,42.39,-0.06,-1.38,43.83
3/15/2014,44.13,-0.68,-1.44,46.25
3/16/2014,42.06,-3.95,-1.59,47.60
3/17/2014,41.82,-2.74,-1.59,46.16
3/18/2014,46.41,-1.13,-1.34,48.88
3/19/2014,47.90,-1.40,-1.40,50.70
3/20/2014,48.70,-0.57,-1.46,50.72
3/21/2014,45.21,-0.29,-1.62,47.11
3/22/2014,43.32,-0.09,-1.61,45.02
3/23/2014,43.80,0.00,-1.49,45.29
3/24/2014,50.03,-0.99,-0.95,51.97
3/25/2014,47.43,-0.34,-0.76,48.54
3/26/2014,44.99,-0.62,-1.29,46.91
3/27/2014,44.60,-1.04,-1.29,46.93
3/28/2014,46.13,0.05,-0.93,47.01
3/29/2014,41.81,0.00,-0.74,42.56
3/30/2014,40.63,0.00,-1.32,41.95
3/31/2014,47.50,-0.60,-1.57,49.67
4/1/2014,45.55,-0.26,-1.42,47.23
4/2/2014,43.86,-1.16,-1.51,46.53
4/3/2014,44.85,-0.96,-1.57,47.39
4/4/2014,44.87,-0.03,-1.55,46.44
4/5/2014,40.77,-0.85,-1.38,43.00
4/6/2014,42.61,-0.30,-1.31,44.22
4/7/2014,56.56,-0.37,-1.21,58.14
4/8/2014,56.72,-0.65,-1.75,59.11
4/9/2014,55.14,-0.07,-1.51,56.72
4/10/2014,54.75,-0.24,-1.38,56.37
4/11/2014,50.74,0.00,-1.23,51.97
4/12/2014,42.74,0.00,-1.47,44.21
4/13/2014,40.26,0.00,-1.11,41.36
4/14/2014,53.47,-0.04,-1.45,54.95
4/15/2014,47.06,0.01,-1.74,48.80
4/16/2014,41.72,-0.80,-2.33,44.84
4/17/2014,43.80,-3.06,-2.14,49.00
4/18/2014,44.31,-0.31,-2.14,46.76
4/19/2014,41.08,-0.01,-1.91,43.00
4/20/2014,39.23,0.00,-1.59,40.83
4/21/2014,43.18,-2.45,-1.86,47.49
4/22/2014,37.79,-1.39,-1.61,40.79
4/23/2014,44.63,0.19,-1.85,46.29
4/24/2014,44.08,-0.02,-1.76,45.86
4/25/2014,41.96,-1.87,-1.91,45.74
4/26/2014,34.29,-2.27,-1.51,38.06
4/27/2014,27.94,-3.77,-1.56,33.27
4/28/2014,38.80,-1.36,-1.76,41.92
4/29/2014,46.76,-0.79,-1.74,49.29
4/30/2014,51.68,-0.53,-1.52,53.73
5/1/2014,52.29,-0.79,-1.74,54.83
5/2/2014,50.80,-0.13,-1.79,52.72
5/3/2014,45.48,-0.39,-1.50,47.37
5/4/2014,43.05,-0.39,-1.36,44.80
5/5/2014,49.84,-0.56,-1.35,51.75
5/6/2014,43.82,-0.90,-1.65,46.37
5/7/2014,47.36,-0.19,-1.28,48.83
5/8/2014,45.98,-0.42,-1.66,48.06
5/9/2014,41.21,-0.77,-1.61,43.59
5/10/2014,40.18,-0.99,-1.42,42.59
5/11/2014,43.02,-0.33,-1.56,44.90
5/12/2014,52.77,0.56,-1.34,53.56
5/13/2014,52.05,-0.56,-1.69,54.29
5/14/2014,58.37,0.10,-1.86,60.13
5/15/2014,59.05,-0.33,-1.46,60.84
5/16/2014,52.54,1.20,-1.59,52.92
5/17/2014,43.33,-0.63,-1.38,45.34
5/18/2014,37.14,-1.50,-1.62,40.26
5/19/2014,43.36,-0.32,-1.66,45.34
5/20/2014,43.68,-0.57,-1.68,45.93
5/21/2014,40.88,-1.47,-1.65,44.00
5/22/2014,46.62,-0.45,-1.63,48.71
5/23/2014,40.44,-0.71,-1.87,43.02
5/24/2014,38.41,0.14,-1.51,39.78
5/25/2014,38.78,-0.02,-1.83,40.62
5/26/2014,39.86,-0.01,-1.41,41.28
5/27/2014,44.79,0.59,-1.58,45.78
5/28/2014,45.04,0.81,-1.60,45.83
5/29/2014,48.91,0.31,-1.46,50.06
5/30/2014,46.25,-0.38,-1.30,47.93
5/31/2014,45.89,-0.49,-1.59,47.96
6/1/2014,43.99,-0.11,-1.68,45.78
6/2/2014,45.28,0.22,-1.77,46.82
6/3/2014,46.39,0.73,-1.56,47.22
6/4/2014,45.66,0.26,-1.38,46.78
6/5/2014,46.71,0.50,-1.77,47.97
6/6/2014,45.54,0.40,-1.40,46.53
6/7/2014,43.84,0.06,-1.34,45.12
6/8/2014,48.34,-0.77,-1.61,50.72
6/9/2014,51.02,-2.54,-2.10,55.66
6/10/2014,50.26,0.36,-1.92,51.83
6/11/2014,46.04,-0.01,-1.72,47.77
6/12/2014,44.18,-0.22,-1.40,45.80
6/13/2014,46.39,0.68,-1.10,46.80
6/14/2014,42.32,-0.17,-1.55,44.03
6/15/2014,39.43,-0.15,-1.63,41.22
6/16/2014,42.46,0.30,-1.60,43.77
6/17/2014,42.37,-0.17,-1.59,44.12
6/18/2014,43.11,-0.22,-1.44,44.76
6/19/2014,48.28,0.76,-1.52,49.04
6/20/2014,47.94,0.95,-1.63,48.62
6/21/2014,44.48,0.50,-1.33,45.32
6/22/2014,42.73,0.14,-1.45,44.05
6/23/2014,46.80,0.70,-1.46,47.56
6/24/2014,44.05,0.49,-1.36,44.91
6/25/2014,43.32,0.25,-1.17,44.24
6/26/2014,44.03,0.06,-1.29,45.27
6/27/2014,43.41,0.01,-1.43,44.83
6/28/2014,42.48,0.00,-1.15,43.64
6/29/2014,44.14,0.22,-1.12,45.03
6/30/2014,52.53,-0.24,-1.82,54.59
7/1/2014,51.57,-0.18,-1.66,53.41
7/2/2014,48.02,-0.03,-1.17,49.22
7/3/2014,49.18,-0.18,-1.15,50.52
7/4/2014,45.33,-0.78,-0.88,46.99
7/5/2014,47.35,-0.99,-0.97,49.30
7/6/2014,46.03,-0.56,-1.19,47.78
7/7/2014,53.14,0.00,-1.68,54.83
7/8/2014,49.87,-0.21,-1.36,51.43
7/9/2014,47.48,0.03,-1.23,48.67
7/10/2014,48.93,-0.05,-1.02,50.01
7/11/2014,46.29,0.06,-0.93,47.16
7/12/2014,44.40,-0.03,-0.89,45.32
7/13/2014,47.17,-0.08,-1.11,48.35
7/14/2014,54.88,-0.09,-1.99,56.97
7/15/2014,50.77,-0.07,-1.51,52.35
7/16/2014,45.95,-0.10,-1.29,47.34
7/17/2014,43.28,-0.33,-1.30,44.91
7/18/2014,43.77,-0.22,-1.31,45.30
7/19/2014,42.34,-0.20,-1.36,43.90
7/20/2014,39.29,-0.29,-1.00,40.57
7/21/2014,45.07,-0.21,-1.39,46.67
7/22/2014,48.41,0.15,-1.05,49.31
7/23/2014,45.87,0.35,-1.03,46.55
7/24/2014,48.67,0.15,-1.24,49.76
7/25/2014,50.16,-0.04,-1.41,51.61
7/26/2014,50.94,-0.24,-1.07,52.25
7/27/2014,48.18,-0.22,-0.98,49.39
7/28/2014,50.20,-0.45,-1.51,52.16
7/29/2014,48.35,-0.45,-1.34,50.14
7/30/2014,49.20,-0.36,-1.48,51.04
7/31/2014,50.20,-2.40,-1.61,54.20
8/1/2014,52.28,-1.82,-1.94,56.03
8/2/2014,48.49,-1.61,-1.58,51.69
8/3/2014,44.18,-1.29,-1.68,47.15
8/4/2014,49.49,-0.57,-1.40,51.45
8/5/2014,42.97,-2.61,-1.16,46.74
8/6/2014,43.40,-2.50,-1.39,47.29
8/7/2014,44.54,-2.60,-1.33,48.47
