Date,Observed,Predicted
2009-04-01,0.86,0.024209538929737123
2009-04-03,0.0,0.15311544164345756
2009-04-06,3.18,0.1599477928348006
2009-04-10,0.0,0.015128612851978515
2009-04-11,0.0,0.19628999182435986
2009-04-16,0.08,-0.016745467060024156
2009-04-18,0.0,0.17785388190532392
2009-04-20,-0.22,0.11078831300955583
2009-05-18,-3.14,0.18953522345753732
2009-05-19,-0.79,-0.07518689369548515
2009-05-20,0.0,-0.12907575333927473
2009-05-23,0.0,-0.1740297086646066
2009-05-27,-0.04,-0.17823523316451917
2009-05-28,-0.66,-0.17823523316451917
2009-05-31,-1.75,-0.054117145482144934
2009-06-06,0.0,-1.1943089943620522
2009-06-10,0.0,-0.7959555308947232
2009-06-11,0.0,-0.7959555308947232
2009-06-14,0.0,0.19379801913944134
2009-06-16,-0.33,-0.2512091258829087
2009-06-18,-0.11,-0.18450223145453354
2009-06-22,0.0,-0.05592341618523194
2009-07-12,-0.13,0.0699098424989052
2009-07-24,0.0,0.23526415646794127
2009-08-06,0.0,-0.13768069438723066
2009-08-11,0.0,-0.031074098538949834
2009-08-16,-0.01,0.02380774161470523
2009-08-18,0.0,-0.08379183474344121
2009-09-10,-0.68,-0.19700609501758629
2009-09-11,-1.05,-0.0008701059437689672
2009-09-15,-0.39,-0.08379183474344121
2009-09-22,-0.15,0.23515159069655017
2009-09-27,-0.09,0.21249980688655556
2009-10-17,0.0,0.13733766156225297
2009-10-29,-0.07,0.3180296280817229
2009-10-30,-0.14,-0.029649092945056316
2009-11-01,0.0,0.05174402339909532
2009-11-07,0.0,-0.25533617740779396
2009-11-12,2.54,-0.11392061627519606
2009-11-20,0.15,-0.02316827287538486
2009-11-22,0.0,-0.5079686992929517
2009-11-26,0.21,-0.2720219981536931
2009-11-29,-0.19,-0.022921409383247972
2009-12-08,-2.17,-0.3251207107793056
2009-12-12,0.0,0.18406944855800714
2009-12-16,-0.08,0.030296017596878617
2009-12-21,-0.03,0.15946000410352967
2010-01-02,1.56,1.048030962890747
2010-01-04,0.09,0.7929402361406911
2010-01-08,0.3,0.3880281389421501
2010-01-13,0.4,0.31380413950942243
2010-01-16,0.04,0.5549379132250237
2010-01-21,0.01,0.18331785212724863
2010-01-27,0.02,1.1251842474038296
2010-02-01,0.28,0.42412676687977785
2010-02-14,0.13,0.20553836093350297
2010-02-22,0.0,0.4164064232422809
2010-02-25,0.0,0.06192512646111066
2010-03-01,0.41,0.29418144731936374
2010-03-06,0.0,0.15986955069469563
2010-03-10,0.0,0.3734736134985638
2010-03-12,0.0,0.5647575285954863
2010-03-15,0.0,0.5278042724687286
2010-03-18,0.0,-0.10555098162291512
2010-03-21,0.0,0.0755402258311444
2010-03-24,1.92,0.3657532698610668
2010-04-03,0.0,0.2725027512810997
2010-04-11,0.0,0.3997414698511736
2010-04-14,0.23,0.46826799416397624
2010-04-15,0.12,0.22140113909300888
2010-05-03,0.0,-0.005564195583119443
2010-05-07,-0.09,0.06045257130867832
2010-05-11,0.0,-0.07518689369548515
2010-05-13,0.0,-0.12907575333927473
2010-05-16,0.0,0.08252340274105535
2010-05-17,0.0,0.05222079813451826
2010-05-23,0.0,0.12880270442877215
2010-05-26,-0.13,-0.1362351919750363
2010-05-27,-0.28,-0.13414301085242122
2010-06-03,0.0,-0.12511111554573656
2010-06-12,0.0,0.005862040647405541
2010-06-13,0.0,0.13992678085807195
2010-06-14,0.0,0.003467699723565286
2010-06-17,0.0,-0.01182438720235287
2010-06-23,0.0,-0.12301893442312146
2010-06-26,0.0,-0.01626936814179425
2010-06-29,-0.29,-0.06406281726618533
2010-07-03,0.0,0.01010371526514994
2010-07-06,0.0,-0.042756991372387636
2010-07-07,0.0,-0.03886085729853947
2010-07-20,0.11,0.5335455906853408
2010-07-22,0.0,0.09845356802447927
2010-07-23,0.0,0.23526415646794127
2010-07-26,0.0,0.2270323832937813
2010-08-01,0.44,0.10106553627116681
2010-08-12,0.0,-0.13768069438723066
2010-08-16,0.0,0.04361585708656222
2010-08-18,0.0,-0.13768069438723066
2010-08-19,0.0,-0.08496295818273958
2010-08-26,0.68,0.18126273105276045
2010-08-28,0.0,0.0060016555704328935
2010-08-30,0.0,-0.058261358943173684
2010-09-10,0.0,-0.0008701059437689672
2010-09-18,0.0,0.04125940903741159
2010-09-23,0.0,-0.08496295818273958
2010-09-27,-0.02,0.29614516508664035
2010-10-08,0.0,-0.19614539712314896
2010-10-10,0.0,-0.14692749111270437
2010-10-16,-1.38,-0.20673361834645967
2010-10-21,0.01,-0.33295598556661044
2010-10-29,-0.11,-0.19614539712314896
2010-10-30,0.03,-0.29624951493064744
2010-11-01,-0.66,0.004229618063953285
2010-11-04,0.0,-0.15997886131884667
2010-11-09,0.0,-0.060031756631406495
2010-11-12,0.0,-0.02316827287538486
2010-11-13,0.0,-0.033756494098695626
2010-11-14,0.0,0.026049633135059674
2010-11-20,0.0,-0.12118020956026838
2010-11-23,0.0,-0.060031756631406495
2010-11-29,0.01,0.08438866700566566
2010-12-06,0.0,0.0431210802423817
2010-12-10,0.0,0.005294608372891226
2010-12-12,0.02,0.08020690464737144
2010-12-14,0.02,-0.07762712042678094
2010-12-21,0.0,-0.13034485663127182
2010-12-23,0.0,-0.24355911690541696
2010-12-25,0.0,-0.22675577408192016
2010-12-27,0.0,-0.05565490100576027
2010-12-28,0.0,-0.13034485663127182
2011-01-01,0.0,-0.21863243449222391
2011-01-02,0.0,-0.11444063945901949
2011-01-11,0.0,-0.15633819607890723
2011-01-12,0.0,-0.4557897858042381
