Date,Observed,Predicted
2014-01-09,-1.19,-0.9473290646119666
2014-01-13,-1.32,-1.0522150921676845
2014-01-14,-1.2,-1.0339233087769655
2014-01-31,-1.52,-1.1851936457444046
2014-02-02,-1.5,-2.0250272803479032
2014-02-04,-2.48,-2.004932954784707
2014-02-23,-1.71,-2.291081146832975
2014-03-11,-1.41,-1.2305193400820604
2014-03-24,-0.95,-1.0585617610872247
2014-03-26,-1.29,-1.349731538696369
2014-04-14,-1.45,-1.073300939765512
2014-04-22,-1.61,-1.279417453752089
2014-04-24,-1.76,-1.2992099733373041
2014-04-25,-1.91,-1.251991711677282
2014-05-08,-1.66,-1.2567115935944648
2014-05-13,-1.69,-1.1344895600191895
2014-05-14,-1.86,-1.1419891049691058
2014-05-20,-1.68,-1.2819887788759645
2014-05-26,-1.41,-1.3181473547666238
2014-06-02,-1.77,-1.7592882935751235
2014-06-28,-1.15,-1.4225146021373918
2014-07-07,-1.68,-1.683191067824322
2014-07-15,-1.51,-1.3866210459426889
2014-07-18,-1.31,-1.0038371613956178
2014-07-19,-1.36,-1.1155621808373413
2014-07-20,-1.0,-0.9466188680010205
2014-07-24,-1.24,-1.1824058735502283
2014-08-03,-1.68,-0.7385130812348498
2014-08-15,-1.29,-0.9955661118902794
2014-08-17,-1.29,-0.9089390369018541
2014-08-20,-1.17,-1.0584835879148973
2014-08-27,-1.16,-1.0940883511981643
2014-09-02,-0.99,-1.1278514380624285
2014-09-05,-1.05,-0.8532999549854474
2014-09-09,-1.11,-0.8345482112804595
2014-09-20,-1.14,-1.0374000737371625
2014-09-22,-1.09,-1.1356254373675787
2014-10-04,-1.3,-1.3902935592932744
2014-10-21,0.7,-0.8229654694673287
2014-10-23,1.04,-1.3194203835931828
2014-10-24,0.96,-1.273614433381194
2014-10-29,0.79,-0.4352759457126778
2014-11-04,-1.23,-1.3391930401909165
2014-11-10,-1.7,-1.1140580306659091
2014-11-26,-0.77,-1.3340776463154325
2014-12-03,-1.28,-1.1601229336033623
2014-12-08,-0.96,-1.3883446224136178
2014-12-16,-1.04,-1.1610346409737078
2014-12-18,-1.05,-1.2682427373845246
2014-12-20,-0.98,-1.089979829489834
2014-12-23,-1.3,-1.3151079500679117
2014-12-28,-1.02,-1.1004312401011194
2014-12-31,-1.06,-1.199413777959557
2015-01-01,-1.03,-1.1192073945746426
2015-01-12,-1.08,-1.0717878731395825
2015-01-14,-1.13,-1.086288352501898
2015-01-17,-0.9,-1.0154751122320789
2015-01-30,-1.06,-1.001355007181675
2015-02-06,-1.02,-0.906879577816998
2015-02-13,-0.78,-1.1392530862695311
2015-02-14,-0.81,-0.9052455933433275
2015-02-17,-0.85,-1.0608854723263754
2015-02-26,-1.12,-1.0072965223033066
2015-03-01,-0.79,-0.9196389974432005
2015-03-04,-1.04,-1.1489356574194423
2015-03-14,-0.94,-0.8899371203952248
2015-03-16,-0.89,-0.99526431747377
2015-03-19,-1.02,-0.8860186213174819
2015-03-22,-0.67,-0.7632027678698073
2015-03-23,-0.89,-0.9232980254876899
2015-03-24,-0.96,-0.9058245723598949
2015-03-26,-1.17,-1.0166519913143028
2015-03-28,-0.68,-0.7926071272675773
2015-03-30,-0.86,-0.7944483441798181
2015-04-04,-0.47,-0.7434195040919647
2015-04-11,-0.64,-0.601505297057908
2015-04-24,-1.06,-1.021450540400981
2015-04-30,-1.1,-1.1096962501250884
2015-05-06,-1.15,-1.1709399603567316
2015-05-14,-1.23,-1.2139629929914229
2015-05-19,-0.91,-1.0194476536281833
2015-05-20,-0.92,-1.0529296752580277
2015-05-21,-0.88,-1.0274625929950265
